Requested report - WIN WAVES
COUNTY = DUVAL, FLORIDA, FLAGLER, FLORIDA, ST. JOHNS, FLORIDA
Report Run on MARCH 29, 2024 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Organization Name"|"Monitoring Location ID"|"Monitoring Location Name"|"Primary Type"|"Secondary Type"|"Waterbody Name"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"Org Datum"|"Org Method"|"DEP Latitude"|"DEP Longitude"|"DEP Point Moved"|"Verifier Name"|"Verifier Timestamp"|"DEP Datum"|"NHD Reach Code"|"NHD Reach Code Date"|"STORET Monitoring Location ID"|"Land Surface Elevation (ft)"|"Land Surface Elevation Method"|"Land Surface Elevation Datum"|"Monitoring Loc Description"|"Monitoring Location Comment"|"ML Loaded Date"|"ML Updated Date"|"Florida Unique Well ID"|"GW Waterbody Subname"|"Well Type"|"Well Status"|"Aquifer Confinement"|"Well Total Depth (ft)"|"Well Casing Depth (ft)"|"ScreenOpenHoleBeginDepth (ft)"|"ScreenOpenHoleEndDepth (ft)"|"Well Construction Method"|"ConstructionMethodExplanation"|"Well Drill Date"|"Well Finish"|"Well Casing Material"|"Well Casing Diameter (in)"|"Well Screen Material"|"Well Screen Diameter (in)"|"Well Lead Weight"|"Water Level Recorder Indicator"|"Well Log Type"|"Primary Elevation Value (ft)"|"Primary Elevation Reference"|"Primary Elevation Method"|"Primary Elevation Datum"|"Secondary Elevation Value (ft)"|"Secondary Elevation Reference"|"Secondary Elevation Method"|"Secondary Elevation Datum"|"Top Of Aquifer"|"Bottom Of Aquifer"|"County"|"BMAP"|"BMAP Sub-Boundary"|"WBID"|"DEP District"|"Water Management District"|"Basin"|"Planning Unit"|"HUC12 Value"|"HUC12 Name"|"HUC8 Value"|"HUC8 Name"|"Basin Group"|"State"|"WBID Water Type"|"Waterbody Class"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TRGOLF"|"TRGolf"|"Surface Water"|"River/Stream"|""|"30.36798"|""|"-81.67392"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.3679962"|"-81.673850263"|"Y"|"COTTER_B_1"|"04/03/2018 13:14:42"|"North American Datum Of 1983"|"03080103022168"|"12/04/2013"|""|""|""|""|"East branch of Moncrief Creek at Payne Stewart"|""|"05/10/2018"|"11/19/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2228B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"JAXSJR1"|"JAXSJR1"|"Surface Water"|"Estuary"|"ST. JOHNS RIVER"|"30.4019217"|""|"-81.40219"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.402561063"|"-81.4018621"|"Y"|"KARLAVIGE_W_2"|"03/29/2018 15:26:37"|"North American Datum Of 1983"|""|""|"JAXSJR1"|""|""|""|"St Johns River Mouth N. Bank Near R. Nun 10 S. Of Wards Bank"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2213A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031606"|"CHICOPIT BAY"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLKWAT"|"FLORIDA LAKEWATCH"|"FLA-GRANDH4-3"|"Flagler-Grand Haven 4-3"|"Surface Water"|"Lake"|""|"29.5469"|""|"-81.1681"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.546900001"|"-81.1681"|"N"|"HORSBURGH_C_1"|"08/11/2019 18:28:47"|"North American Datum Of 1983"|"03080201021270"|"06/27/2014"|"Fla-GrandH4-3"|""|""|""|""|""|"08/22/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2363D"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010304"|"PELLICER CREEK-BIG MULBERRY BRANCH FRONTAL"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"JAXSJR14"|"JAXSJR14"|"Surface Water"|"Estuary"|"ST. JOHNS RIVER"|"30.4015517"|""|"-81.6153183"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.4015517"|"-81.6153183"|"N"|"KARLAVIGE_W_2"|"03/29/2018 15:27:36"|"North American Datum Of 1983"|""|""|"JAXSJR14"|""|""|""|"St Johns River At Marker 60"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2213C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031503"|"ARLINGTON RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"CR21"|"CR21"|"Surface Water"|"River/Stream"|"WILLS BRANCH"|"30.29144"|""|"-81.76528"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.291372836"|"-81.76509761"|"Y"|"COTTER_B_1"|"04/03/2018 10:40:44"|"North American Datum Of 1983"|"03080103002467"|"12/11/2014"|"CR21"|""|""|""|"Wills Branch N Branch At Old Middleburg Rd"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2282"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031402"|"CEDAR RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"CR2"|"CR2"|"Surface Water"|"River/Stream"|""|"30.2599"|""|"-81.74004"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.259883783"|"-81.740141924"|"Y"|"COTTER_B_1"|"04/03/2018 10:40:03"|"North American Datum Of 1983"|"03080103001953"|"12/11/2014"|"CR2"|""|""|""|"Butcher Pen Creek At Wesconnet Blvd"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2322"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031402"|"CEDAR RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"CR3A"|"CR3A"|"Surface Water"|"River/Stream"|""|"30.30418"|""|"-81.69667"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.304934918"|"-81.697158162"|"Y"|"COTTER_B_1"|"04/03/2018 10:43:02"|"North American Datum Of 1983"|"03080103022254"|"04/23/2014"|"CR3A"|""|""|""|"Willow Branch Creek At Azalea St Footbridge"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2213EA"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TR210"|"TR210"|"Surface Water"|"River/Stream"|""|"30.36998"|""|"-81.68397"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.370195217"|"-81.683878805"|"Y"|"COTTER_B_1"|"04/03/2018 13:07:02"|"North American Datum Of 1983"|"03080103001967"|"02/27/2012"|""|""|""|""|"Moncrief Creek on Moncrief Rd. (CR210)"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2228B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TR316"|"TR316"|"Surface Water"|"River/Stream"|""|"30.36482"|""|"-81.69014"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.364882485"|"-81.690011254"|"Y"|"COTTER_B_1"|"04/03/2018 13:09:28"|"North American Datum Of 1983"|"03080103001967"|"02/27/2012"|"TR316"|""|""|""|"Moncrief Creek At 33Rd. St"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2228B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLKWAT"|"FLORIDA LAKEWATCH"|"FLA-GRANDH12-1"|"Flagler-Grand Haven 12-1"|"Surface Water"|"Lake"|""|"29.5337"|""|"-81.1617"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.533700001"|"-81.1617"|"N"|"HORSBURGH_C_1"|"08/11/2019 18:25:42"|"North American Datum Of 1983"|"03080201021323"|"06/27/2014"|"Fla-GrandH12-1"|""|""|""|""|""|"08/22/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2363D"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010304"|"PELLICER CREEK-BIG MULBERRY BRANCH FRONTAL"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"OR110"|"OR110"|"Surface Water"|"River/Stream"|""|"30.241"|""|"-81.73251"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.240965243"|"-81.732526093"|"Y"|"COTTER_B_1"|"04/03/2018 12:32:18"|"North American Datum Of 1983"|"03080103018979"|"12/04/2013"|"OR110"|""|""|""|"Fishing Creek At 110Th St"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2324"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031402"|"CEDAR RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"51711"|"Z3-SS-11058 UNNAMED SMALL STREAM"|"Surface Water"|"River/Stream"|"UNNAMED RIVER/STREAM"|""|"30 12 30"|""|"-81 55 56.102"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"30.208333334"|"-81.932250556"|"N"|"MILLER_E"|"02/08/2018 13:19:00"|"North American Datum Of 1983"|"03080103018913"|"02/27/2012"|"NOT IN FLSTORET"|""|""|""|""|"PUBLIC ACCESS PHOTOS N E S W SITE"|"02/08/2018"|"10/16/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2349"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"BLACK CREEK"|"030801031003"|"YELLOW WATER CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"57033"|"F-0172"|"Ground Water"|"Well"|"SURFICIAL AQUIFER SYSTEM"|""|"29 26 38.162"|""|"-81 10 54.045"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.443933878"|"-81.181679167"|"Y"|"MILLER_E"|"03/13/2020 09:03:40"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|"26.03"|"Other"|"Unknown"|""|"SSunderman 4/28/20: Changed LSE from 25 to 26.03; changed MPE from 29.54 to 28.65; datum for MPE & LSE is NAVD88; MPE from SJRWMD; LSE calculated from stickup."|"03/13/2020"|"11/28/2022"|"AAP8543"|""|"Ground Water Observation Well"|"Non-Flowing, No Pump"|"Unconfined"|"33"|"23"|""|""|""|""|"06/10/2005"|""|"Pvc, Bond Unknown"|"2"|""|""|""|""|""|"28.65"|"Measuring Point"|"Other"|"Unknown"|""|""|""|""|""|""|"FLAGLER"|""|""|"2620"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"HALIFAX RIVER"|"030802010301"|"BULOW CREEK"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030773"|"HOGAN CR @ WASHINGTON ST"|"Surface Water"|"River/Stream"|""|"30.330442"|""|"-81.649792"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.330442001"|"-81.649792"|"N"|"PARRISH_JM"|"06/15/2017 11:15:07"|"North American Datum Of 1983"|"03080103018920"|"12/04/2013"|"20030773"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2252"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"27010107"|"ICW MARKER 11 DUVAL CO"|"Surface Water"|"Estuary"|""|"30.3558036"|""|"-81.437386"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.35565964"|"-81.439977014"|"Y"|"PARRISH_JM"|"12/17/2018 14:00:01"|"North American Datum Of 1983"|""|""|"27010107"|""|""|""|""|""|"12/17/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2205C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"INTRACOASTAL WATERWAY"|"030801031605"|"LOWER PABLO CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030747"|"WEST BR AT DUNN AVE"|"Surface Water"|"River/Stream"|""|"30.438361"|""|"-81.711666"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.438823044"|"-81.71176256"|"Y"|"PARRISH_JM"|"02/05/2019 09:44:55"|"North American Datum Of 1983"|"03080103034537"|"12/04/2013"|"20030747"|""|""|""|""|""|"02/05/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2210"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031501"|"UPPER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"NEHAB0036"|"Lions Club Boat Ramp"|"Surface Water"|"Estuary"|""|"30.3784"|""|"-81.6214"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.378399989"|"-81.6214"|"N"|"PARRISH_JM"|"09/29/2021 14:33:11"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|""|""|""|""|""|"09/29/2021"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2213C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031503"|"ARLINGTON RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLKWAT"|"FLORIDA LAKEWATCH"|"FLA-GRANDH28-3"|"Flagler-Grand Haven 28-3"|"Surface Water"|"Lake"|""|"29.5547"|""|"-81.1724"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.554700001"|"-81.1724"|"N"|"HORSBURGH_C_1"|"08/11/2019 18:27:50"|"North American Datum Of 1983"|"03080201021259"|"06/27/2014"|"Fla-GrandH28-3"|""|""|""|""|""|"08/22/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2363D"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010304"|"PELLICER CREEK-BIG MULBERRY BRANCH FRONTAL"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"NEHAB0039"|"Mouth of Craig Creek"|"Surface Water"|"Estuary"|""|"30.2958"|""|"-81.6528"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.295799989"|"-81.6528"|"N"|"PARRISH_JM"|"09/29/2021 14:36:42"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|""|""|""|""|""|"09/29/2021"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2297B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLGTM"|"GUANA TOLOMATO MATANZAS NATIONAL ESTUARINE RESEARCH RESERVE"|"GTMLMNUT"|"LAKE MID"|"Surface Water"|"Reservoir"|"GUANA LAKE"|"30.08302"|""|"-81.34286"|""|"World Geodetic Survey Of 1984"|"Autonomous C/A Code Phase GPS"|"30.083019989"|"-81.34286"|"N"|"TANNER_S"|"09/17/2020 16:58:40"|"North American Datum Of 1983"|"03080201001473"|"02/01/2021"|"GTMLMNUT"|""|""|""|"Middle of lake east of Guana WMA observation tower"|""|"02/27/2018"|"09/02/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2320C"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"TOLOMATO RIVER"|"030802010602"|"LOWER TOLOMATO RIVER"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030615"|"FISHING CRK SOUTHSIDE OF TIMUQUANA RD"|"Surface Water"|"River/Stream"|""|"30.247222"|""|"-81.734444"|""|"North American Datum Of 1983"|"Digital Aerial Photography"|"30.247222"|"-81.734444"|"N"|"PARRISH_JM"|"06/15/2017 11:02:43"|"North American Datum Of 1983"|"03080103002703"|"09/18/2014"|"20030615"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2324"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031402"|"CEDAR RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030792"|"DEER CR @ TALLEYRAND AVE"|"Surface Water"|"River/Stream"|""|"30.341528"|""|"-81.629417"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.341528001"|"-81.629417"|"N"|"PARRISH_JM"|"06/15/2017 11:16:18"|"North American Datum Of 1983"|"03080103047157"|"03/31/2021"|"20030792"|""|""|""|""|""|"06/15/2017"|"03/31/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2256"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031503"|"ARLINGTON RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030746"|"BLOCKHOUSE CR @ DUVAL RD"|"Surface Water"|"River/Stream"|""|"30.444027"|""|"-81.692111"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.444027001"|"-81.692111"|"N"|"PARRISH_JM"|"12/15/2017 10:01:33"|"North American Datum Of 1983"|"03080103019512"|"12/04/2013"|"20030746"|""|""|""|""|""|"12/15/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2207A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"27010079"|"UNNAMED DRAIN @ EAGLES NEST RD"|"Surface Water"|"River/Stream"|""|"29.722944"|""|"-81.264222"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"29.722944001"|"-81.264222"|"Y"|"PARRISH_JM"|"12/23/2019 11:27:51"|"North American Datum Of 1983"|"03080201001238"|"06/27/2014"|"NOT IN FLSTORET"|""|""|""|""|""|"12/23/2019"|"07/29/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2550B"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010304"|"PELLICER CREEK-BIG MULBERRY BRANCH FRONTAL"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
