"WIN_HELP_ID"|"DESCRIPTION"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"|"SCREEN_NAME"|"SECTION_NAME"|"PAGE_NBR"|"USE_CASE_NBR"
"11"|"Request Org Role - Existing Organizations - Roles    This screen is used to join an existing Organization which you currently are not actively associated with, or a new Organization as a Data Provider (DPA, DL or MLM).  This section of the screen is where you view all of your existing organizations and roles.  You can select one of your existing organization roles to use the contact information from that organization role for the new organization - role being created.  If you are not currently associated with any organization, this section will be empty.    EXISTING ORGANIZATION - ROLES FIELDS:  You can sort the Organizations - Roles table on any field (except Apply) by clicking on the pull-down arrows next to the field header at the top of the column.  Click again to alternate between ascending and descending order.  You can use the text boxes below the field headers to filter the records displayed.  For Text fields, the filter searches for “like” matches of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press you Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • Apply - Radio button to select an organization - role to use the contact information in creating the new organization role request.  • Org ID  • Organization Name  • Role (role that was assigned)  • Role Status  • Role Start Date (MM/DD/YYYY)  • Role End Date (MM/DD/YYYY)    EXISTING ORGANIZATION - ROLES ACTION BUTTONS:   • + Add role using existing info - You will use this option if you want to transfer the contact information from an existing Organization - Role in creating your new request.  Click on the radio button in the Apply column of an existing organization and click on the “+ Add role using existing info” button.  The system will display a message “You have selected to transfer all the Contact Information for the selected Organization to the new Organization. Do you want to continue?” with the options OK and Cancel.  If you select the OK option, the sections below will be populated with the information from the selected organization - role.  If you click Cancel, no action will be taken.  • + Add role using new info - Will allow creation of the request without using contact information from an existing organization - role.    REQUEST ORG ROLE ACTION BUTTONS:  • Save & Request New Role - Once you have entered / updated valid information according to the requirements in the Contact, Address, Phone and Join an Organization sections, you can click on this button to submit your request for an Org Role.  The system will display a message asking for you to confirm you wish to submit the request.  If you select the OK option, the system will save your request, send an email to the Data Provider Administrator(s) for the organization selected and display the message “Your request has been submitted for approval.  Please contact a WIN Administrator if you have any questions.”  • Cancel Request and Clear Screen - If you decide not to submit the request, click on this button and the system will not save the request and send you to the Welcome screen."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"06-MAR-2019 14:11:38"|"Request Org Role"|"Existing Organizations - Roles"|"1"|"UC-03"
"12"|"Request Org Role - Join an Organization    This screen is used to join an existing Organization which you currently are not actively associated with, or a new Organization as a Data Provider (DPA, DL or MLM).  This section of the screen is where you select the Organization you are wanting to join, or you can select to request a new organization to join, or select to request a new organization.    JOIN AN ORGANIZATION FIELDS:   This section will contain all active organizations that you are not actively associated with for you to select the organization you wish to join.  You can sort the list on any field by clicking on the pull-down arrows next to the field header at the top of the column.  Click the arrows to alternate between ascending and descending order.  You can use the text boxes below the headers to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press your Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • Select - Radio button to select the organization to join.  • Org ID  • Organization Name  • Description    JOIN AN ORGANIZATION BUTTONS:  • Request New Organization - This is only enabled if you navigate to this screen when Registering a New Organization as a Data Provider Administrator or after entering the filter criteria for the list of Organizations."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"08-MAR-2019 14:33:49"|"Request Org Role"|"Join an Organization"|"1"|"UC-03"
"13"|"Request DEP Role - DEP User Detail    This screen is used to request one of the following roles in WIN: WIN Administrator (WA), WIN Coordinator (WC), Program Specific User (PSU), Audit manager (AM), or Code Manager (CM).  Some of the fields in this section will default to your information from the DEP Portal.    DEP USER DETAIL FIELDS:  • Name - Required.  Defaulted. Contains a field for the First name and one for the Last name.  You can update these fields, up to 100 characters can be entered into each field.  • Qualifier - Defaults to ‘DEP' for DEP staff and ‘External' for non-DEP.  You cannot update this field.  • User ID - Defaults to your User ID.  You cannot update this field • Email - Required, Defaulted. You can update by entering up to 100 characters and must contain the “@” character.  • Status - Defaults to Pending and you cannot update this field.  • Type - Required.  Select the desired type from the drop-down list.  • Role Requested - Required.  Select the desired role for the organization from the drop-down list which contains: “Win Administrator” (WA), “WIN Coordinator” (WC), “Program Specific User” (PSU), “Audit Manager” (AM) and “Code Manager” (CM).  • Description - You can enter up to 1,000 characters.  • Affiliation - Required.  Defaults to “WDS” and you can update using the drop-down list.    DEP USER DETAIL BUTTONS / ACTIONS:  • Save & Request New Role - Once all required fields are filled in, click this button to submit your request for a DEP role.  The system will send a notification email to the WIN Administrator.  The system will display the message “Your request has been submitted for approval.  Please contact a WIN Administrator if you have any questions.” and then return you to the screen you came from.  • Cancel Request and Clear Screen - If you decide to not submit the request for a new DEP Role, you can click on this button to cancel the request, clear the screen and transfer you to the Welcome Screen.  • Request New Value - This option is available on the Affiliation SVL field (Standard Value List).  By clicking on the (+), you are transferred to the “Request New SVL Value” screen to enter a request to have a new/updated value for affiliation."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"08-MAR-2019 14:44:44"|"Req DEP Role"|"DEP User Detail"|"1"|"UC-04"
"14"|"Pending Requests - DEP Role List    This screen is used when you have a role of WA and are responsible for reviewing requests for New DEP Roles to approve or deny those requests.  This section lists requests with a status of Pending for a DEP Role of WA, WC, PSU, CM or AM.    DEP ROLE LIST FIELDS:  You can sort the list on any field by clicking on the drop-down arrows next to the column header.  Click the arrows to alternate between ascending and descending order.  You can use the text boxes below the headers to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.  •  User ID of the requestor (displayed as a hyperlink)  •  New Contact Name (First Last)  •  Email  •  Role Requested  •  Affiliation  •  Submitted Date (MM/DD/YYYY)    To select a request for Review, click on the hyperlink of the User ID and the system will transfer you to the “DEP Role Setup” screen to approve or deny the request."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"08-MAR-2019 15:00:12"|"Pending Requests"|"DEP Role List"|"1"|"UC-05"
"15"|"Pending Requests - New Organization List    This screen is used when you have a role of WA (any organization) and are responsible for approving or denying requests for New Organizations.  This section lists requests with a status of Pending for a New Organization and role request for Data Provider Administrator.    NEW ORGANIZATION LIST FIELDS:  You can sort the list on any field by clicking on the drop-down arrows next to the column header.  Click on the arrows to alternate between ascending and descending order.  You can use the text boxes below the headers to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    •  User ID of the requestor (displayed as a hyperlink)  •  New DPA Name for requested new organization (First Last)  •  Email  •  New Org Name  •  Submitted Date (MM/DD/YYYY)    To select a request for Review, click on the hyperlink of the User ID and the system will transfer you to the “New Organization Setup” screen to approve or deny the request."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"08-MAR-2019 15:08:52"|"Pending Requests"|"New Organization List"|"1"|"UC-05"
"16"|"Pending Requests - Org Role List    This screen is used when you have a role of DPA (your organizations), WC (your organizations) or WA (any organization) and are responsible for reviewing requests for New Organizations to approve or deny those requests.  This section lists requests with a status of Pending for a role of Data Provider Administrator (DPA), Data Loader (DL) or Monitoring Location Manager (MLM).    ORG ROLE LIST FIELDS:  You can sort the list on any field by clicking on the pull-down arrows next to the field header at the top of the column to alternate between ascending and descending order.  You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • User ID of the requestor (displayed as a hyperlink)  • New Contact Name (First Last)  • Email  • Role Requested  • Org Name  • Submitted Date (MM/DD/YYYY)    To select a request for Review, click on the hyperlink of the User ID and the system will transfer you to the “Org Role Setup” screen to approve or deny the request."|"01-JAN-2014 00:00:00"|""|""|""|"Pending Requests"|"Org Role List"|"1"|"UC-05"
"17"|"New Organization Setup - Data Provider Administrator    This screen is used when you have a role of WA and are responsible for reviewing  requests for a New Organization and Data Provider Administrator (DPA).  The screen has 2 tabs, one for the DPA and one for the New Organization.  This describes the Data Provider Administrator (DPA) tab.  Most of the fields are populated with the information from the request.    DPA DETAIL BY NEW ORGANIZATION FIELDS:  •  Qualifier -Not Editable.  •  User-ID - Not Editable.  •  Email - Required.  You can update by entering up to 100 characters and must contain the “@” character.  •  Status - Set to Pending and is updated by the system based upon your review (Approved or Declined).  •  Type - Required.  Can be changed by selecting the desired type from the drop-down list.  •  Role Requested - Not Editable.  •  Role Granted - Defaults to DPA and is Not Editable.  •  Description - You can enter up to 1,000 characters.    DPA ADDRESS BY NEW ORGANIZATION FIELDS:   •  Address Type - Required.  You can update by selecting a type from the drop-down list.  •  Address 1 - Required.  You can enter up to 50 characters.  •  Address 2 - You can enter up to 120 characters.  •  City - Required.  You can update by entering up to 50 characters.  •  State - Required.  You can update by selecting a state from the drop-down list.  •  Zip Code - Required.  You can update by entering up to 5 digit.    DPA PHONE BY NEW ORGANIZATION FIELDS:  •  Phone No. Type - Required.  You can update by selecting a type from the drop-down list.  •  Phone Number - Required.  You can enter the phone number in (999)999-9999 format.  •  Phone Extension - You can enter up to 6 numbers.    ACTION BUTTONS:  • Edit - Click this button if you need to make a change to the record in focus.  Once clicked, the updateable fields will allow changes and the Save and Cancel buttons will be displayed and the Edit button will be hidden.  • Save - Displayed when the Contact Detail section is in update mode.  After making your changes to the record, click on Save to have the system verify the data entered and is save the data if no errors are found.  The Save and Cancel buttons are hidden and the Edit and Delete (of allowed)  buttons are displayed.    • Cancel - If you do not wish to make any changes to the record, clicking on this button will clear any changes you have made since the last Save and change the section back to view only with the Edit button displayed.  • Delete - Only available in the Phone and Address sections when more than one record exists.  When clicked, the system will ask you to confirm you want to delete the Phone or Address record and delete it if you OK the message.    RECORD COUNTS and NAVIGATION:  A relative count will be displayed below the address and phone grids to show how many records exist for this request and which one you are on (e.g. 2 of 3).  Navigation arrows exist to allow you to go to the First, Next, Previous or Last  record."|"01-JAN-2014 00:00:00"|""|""|""|"New Organization Setup"|"Data Provider Administrator"|"1"|"UC-06"
"18"|"New Organization Setup - Organization Detail    This screen is used when  you have a role of WA and are responsible for reviewing requests for a New Organization and Data Provider Administrator (DPA).  The screen has 2 tabs, one for the DPA and one for the Organization.  This section describes the Organization Detail (New Org) tab.  Most of the fields are populated with the information from the request.    ORG DETAIL FIELDS:  •  Organization Type - Required. You can update by selecting a type from the drop-down list.  •  Coordination Area - Required.  Select a coordination area from the drop-down list, once selected, the WIN Coordinators list will be created based on this value.  •  Org ID - Was set to Pending when request was created, must enter a valid ID that is unique within WIN up to 30 characters.  •  Org Status - Set to Pending and is updated by the system based upon your review (Approved or Declined).  •  Organization Name - Required.  You can enter up to 120 characters.  •  Org Internet Address - Required.  You can update by entering up to 120 characters and must contain the “@” character.  •  Org Description - You can update by entering up to 500 characters.    WIN COORDINATORS:  Once the Coordination Area is selected, the list is populated with all active WIN Coordinators (WC) associated with the selected area.  You can remove any unwanted WC by clicking on Delete.  You can add / replace any WC regardless of the coordination area from the pull down list. At least one WC is required.    ORG ADDRESS FIELDS:  •  Address Type - Required.  You can update by selecting a type from the drop-down list.  •  Address 1 - Required.  You can enter up to 50 characters.  •  Address 2 - You can enter up to 120 characters.  •  City - Required.  You can update by entering up to 50 characters.  •  State - Required.  You can update by selecting a state from the drop-down list.  •  Zip Code - Required.  You can update by entering up to 5 digits.    ORG PHONE FIELDS:  •  Phone No. Type - Required.  You can update by selecting a type from the drop-down list.  •  Phone Number - Required.  You can enter the phone number in (999)999-9999 format.  •  Phone Extension - You can enter up to 6 numbers.    ACTION BUTTONS:  • Edit - Click this button if you need to make a change to the record in focus.  Once clicked, the updateable fields will allow changes and the Save and Cancel buttons will be displayed and the Edit button will be hidden.  • Save - Displayed when the Contact Detail section is in update mode.  After making your changes to the record, click on Save to have the system verify the data entered and is save the data if no errors are found.  The Save and Cancel buttons are hidden and the Edit and Delete (of allowed)  buttons are displayed.    • Cancel - If you do not wish to make any changes to the record, clicking on this button will clear any changes you have made since the last Save and change the section back to view only with the Edit button displayed.  • Delete - Only available in the Phone and Address sections when more than one record exists.  When clicked, the system will ask you to confirm you want to delete the Phone or Address record and delete it if you OK the message.    RECORD COUNTS and NAVIGATION:  A relative count will be displayed below the address and phone grids to show how many records exist for this request and which one you are on (e.g. 2 of 3).  Navigation arrows exist to allow you to go to the First, Next, Previous or Last  record."|"01-JAN-2014 00:00:00"|""|""|""|"New Organization Setup"|"Organization Detail"|"1"|"UC-06"
"19"|"REQUEST OPTIONS:  •  Approve DPA Role and Organization - Once all of the required fields contain valid data, this will be enabled and you can click on this option to Approve the request.  The system will ask you to confirm you want to approve the request.  You can Cancel the approval or OK the approval.  If you OK the message, the system will update the request to a Status of Approved and email the DPA and assigned WCs notifying them of the approval of the new Organization and DPA.  You will then be transferred to the Pending Requests screen.    •  Deny DPA Role and Organization - You will click on this option to Deny the request.  The system will ask you to confirm you want to deny the request.  You can Cancel the denial or OK the denial.  If you OK the message, the system will update the request to a Status of Declined and email the DPA and organization notifying them of the denial of the new Organization and DPA.  You will then be transferred to the Pending Requests screen.    •  Cancel and Back to Pending Request List - If you decide to not approve / deny the request at this time, you can click on this option and confirm the message to remove any changes made and return you to the Pending Requests screen."|"01-JAN-2014 00:00:00"|""|""|""|"New Organization Setup - Org"|"Organization Detail"|"2"|"UC-06"
"20"|"Org Role Setup    This screen is used when you have a role of WA, WC or DPA and are responsible for reviewing requests for a New Organization Role.  Most of the fields are populated with the information from the request.    CONTACT DETAIL BY ORGANIZATION FIELDS :   • Name - Required.  Contains a field for the First name and one for the Last name.  You can update these fields by entering up to 100 characters.  • Qualifier -Not Editable.  • User-ID - Not Editable.  • Email - Required.  You can update by entering up to 100 characters and it must contain the “@” character.  • Status - Set to Pending and is updated to Approved or Declined by the system based upon your review.  • Type - Required.  Can be changed by selecting the desired type from the drop-down list.  • Role Requested - Not Editable.  • Role Granted - Required, Select role to be assigned from the drop-down list containing: Data Loader (DL), Monitoring Location Manager (MLM) or Data Provider Administrator (DPA).  • Description - You can enter up to 1,000 characters.    CONTACT ADDRESS BY ORGANIZATION FIELDS:   • Address Type - Required. You can update by selecting a type from the drop-down list.  • Address 1 - Required.  You can enter up to 50 characters.  • Address 2 - You can enter up to 120 characters.  • City - Required.  You can update by entering up to 50 characters.  • State - Required.  You can update by selecting a state from the drop-down list.  • Zip Code - Required.  You can update by entering up to 5 digits.    CONTACT PHONE BY ORGANIZATION FIELDS:     • Phone No. Type - Required.  You can update by selecting a type from the drop-down list.  • Phone Number - Required.  You can enter the phone number in (999)999-9999 format.  • Phone Extension - You can enter up to 6 numbers.    JOINED ORGANIZATION FIELDS:  • Org ID - Originally displays the Org ID that was selected when the request was entered.  If you select a different organization, that Org ID will be displayed.  • Organization Name - Originally displays the Organization Name that was selected when the request was entered.  If you select a different organization, that Organization Name will be displayed.  • Description - You can update the description.    ACTION BUTTONS:  • Edit - Click this button if you need to make a change to the record in focus.  Once clicked, the updateable fields will allow changes and the Save and Cancel buttons will be displayed and the Edit button will be hidden.  • Save - Displayed when the Contact Detail section is in update mode.  After making your changes to the record, click on Save to have the system verify the data entered and is save the data if no errors are found.  The Save and Cancel buttons are hidden and the Edit and Delete (of allowed)  buttons are displayed.    • Cancel - If you do not wish to make any changes to the record, clicking on this button will clear any changes you have made since the last Save and change the section back to view only with the Edit button displayed.  • Delete - Only available in the Phone and Address sections when more than one record exists.  When clicked, the system will ask you to confirm you want to delete the Phone or Address record and delete it if you OK the message.    RECORD COUNTS and NAVIGATION:  A relative count will be displayed below the address and phone grids to show how many records exist for this request and which one you are on (e.g. 2 of 3).  Navigation arrows exist to allow you to go to the First, Next, Previous or Last  record."|"01-JAN-2014 00:00:00"|""|""|""|"Org Role Setup"|"Org Role Setup"|"1"|"UC-07"
