Season,Date,Region,Harvest,Reef,ReefID,CollectionName,Oysters_#/0.0625m^2,Barnacles_#/0.0625m^2,Mussels_#/0.0625m^2,Clams_#/0.0625m^2,PorcelainCrab_#/0.0625m^2,OtherGastropods,Total_#/0.0625m^2,Location,Notes
W20,2/17/2020,Guana River,Y,GR3,GR37,W20GR3R3,30,0,1,0,NA,Absent,31,Ridge,
W22,1/11/2022,Tolomato River,N,W22TR1,W22TR1,W22TR1R10,44,1,29,0,NA,Absent,74,Ridge,
W22,1/11/2022,Tolomato River,N,W22TR1,W22TR1,W22TR1R14,37,0,9,0,NA,Absent,46,Ridge,
W22,1/11/2022,Tolomato River,N,W22TR1,W22TR1,W22TR1R16,54,1,25,0,NA,Absent,80,Ridge,
W22,1/12/2022,Guana River,N,W22GR12,W22GR12,W22GR12R6,71,25,19,1,NA,Present,116,Ridge,
W22,1/12/2022,Guana River,N,W22GR12,W22GR12,W22GR12R7,13,8,0,0,NA,Absent,21,Ridge,
W22,1/12/2022,Guana River,N,W22GR12,W22GR12,W22GR12R9,27,2,3,0,NA,Absent,32,Ridge,
W22,1/13/2022,Guana River,N,W22GR13,GR5,W22GR13R17,86,49,0,0,NA,Absent,135,Ridge,
W22,1/13/2022,Guana River,N,W22GR13,GR5,W22GR13R38,42,28,1,0,NA,Present,71,Ridge,
W22,1/13/2022,Guana River,N,W22GR13,GR5,W22GR13R44,18,5,1,0,NA,Absent,24,Ridge,
W22,1/13/2022,Guana River,N,W22GR14,W22GR14,W22GR14R10,69,0,12,0,NA,Absent,81,Ridge,
W22,1/13/2022,Guana River,N,W22GR14,W22GR14,W22GR14R17,57,10,12,0,NA,Absent,79,Ridge,
W22,1/13/2022,Guana River,N,W22GR14,W22GR14,W22GR14R18,60,48,12,0,NA,Absent,120,Ridge,
W22,1/18/2022,Tolomato River,N,W22TR12,W22TR12,W22TR12R39,35,14,5,0,NA,Absent,54,Ridge,
W22,1/18/2022,Tolomato River,N,W22TR12,W22TR12,W22TR12R42,50,21,15,0,NA,Absent,86,Ridge,
W22,1/18/2022,Tolomato River,N,W22TR12,W22TR12,W22TR12R50,24,4,0,0,NA,Absent,28,Ridge,
W22,1/18/2022,Tolomato River,N,W22TR13,W22TR13,W22TR13R14,12,2,2,1,NA,Absent,17,Ridge,
W22,1/18/2022,Tolomato River,N,W22TR13,W22TR13,W22TR13R3,27,3,43,0,NA,Absent,73,Ridge,
W22,1/18/2022,Tolomato River,N,W22TR13,W22TR13,W22TR13R4,17,2,6,0,NA,Absent,25,Ridge,
W22,1/19/2022,Tolomato River,N,W22TR7,W22TR7,W22TR7R1,96,50,38,15,NA,Present,199,Ridge,
W22,1/19/2022,Tolomato River,N,W22TR7,W22TR7,W22TR7R4,81,21,27,13,NA,Absent,142,Ridge,
W22,1/19/2022,Tolomato River,N,W22TR7,W22TR7,W22TR7R5,31,23,7,4,NA,Present,65,Ridge,
W22,1/19/2022,Tolomato River,N,W22TR8,W22TR8,W22TR8R0,95,58,42,22,NA,Present,217,Ridge,
W22,1/19/2022,Tolomato River,N,W22TR8,W22TR8,W22TR8R3,69,42,15,4,NA,Absent,130,Ridge,
W22,1/19/2022,Tolomato River,N,W22TR8,W22TR8,W22TR8R9,51,41,12,3,NA,Absent,107,Ridge,Boring sponge marks on some shells
W22,1/25/2022,Tolomato River,N,W22TR43,W22TR43,W22TR43R32,4,2,1,0,NA,Absent,7,Ridge,
W22,1/25/2022,Tolomato River,N,W22TR43,W22TR43,W22TR43R36,24,6,0,0,NA,Absent,30,Ridge,
W22,1/25/2022,Tolomato River,N,W22TR43,W22TR43,W22TR43R42,32,2,7,0,NA,Absent,41,Ridge,
W22,1/26/2022,Tolomato River,N,W22TR39,W22TR39,W22TR39R16,6,0,0,0,NA,Absent,6,Ridge,
W22,1/26/2022,Tolomato River,N,W22TR39,W22TR39,W22TR39R25,9,0,0,0,NA,Absent,9,Ridge,
W22,1/26/2022,Tolomato River,N,W22TR39,W22TR39,W22TR39R5,67,1,5,0,NA,Absent,73,Ridge,
W22,1/26/2022,Tolomato River,N,W22TR41,W22TR41,W22TR41R0,70,28,9,0,NA,Absent,107,Ridge,
W22,1/26/2022,Tolomato River,N,W22TR41,W22TR41,W22TR41R15,15,0,0,0,NA,Absent,15,Ridge,
W22,1/26/2022,Tolomato River,N,W22TR41,W22TR41,W22TR41R8,83,17,13,0,NA,Absent,113,Ridge,
W22,1/27/2022,Guana River,Y,W22GR11,W22GR11,W22GR11R5,34,0,0,0,NA,Absent,34,Ridge,
W22,1/27/2022,Guana River,Y,W22GR11,W22GR11,W22GR11R6,19,0,2,0,NA,Absent,21,Ridge,
W22,1/27/2022,Guana River,Y,W22GR11,W22GR11,W22GR11R9,68,0,7,0,NA,Absent,75,Ridge,
W22,1/27/2022,Guana River,Y,W22GR3,GR62,W22GR3R2,40,0,2,0,NA,Present,42,Ridge,1 Oyster Drill
W22,1/27/2022,Guana River,Y,W22GR3,GR62,W22GR3R3,18,0,4,2,NA,Absent,24,Ridge,
W22,1/27/2022,Guana River,Y,W22GR3,GR62,W22GR3R5,88,0,85,37,NA,Absent,210,Ridge,
W22,2/7/2022,Guana River,Y,W22GR2,W22GR2,W22GR2R1,47,5,73,38,NA,Present,163,Ridge,
W22,2/7/2022,Guana River,Y,W22GR2,W22GR2,W22GR2R2,22,0,20,5,NA,Present,47,Ridge,
W22,2/7/2022,Guana River,Y,W22GR2,W22GR2,W22GR2R9,89,1,33,3,NA,Present,126,Ridge,
W22,2/7/2022,Guana River,Y,W22GR5,GR8,W22GR5R12,44,1,19,5,NA,Absent,69,Ridge,
W22,2/7/2022,Guana River,Y,W22GR5,GR8,W22GR5R24,64,2,51,7,NA,Present,124,Ridge,
W22,2/7/2022,Guana River,Y,W22GR5,GR8,W22GR5R65,6,0,0,0,NA,Absent,6,Ridge,
W22,2/8/2022,Tolomato River,Y,W22TR18,W22TR18,W22TR18R5,79,69,27,0,NA,Present,175,Ridge,
W22,2/8/2022,Tolomato River,Y,W22TR18,W22TR18,W22TR18R6,56,13,16,0,NA,Absent,85,Ridge,
W22,2/8/2022,Tolomato River,Y,W22TR18,W22TR18,W22TR18R9,21,6,6,0,NA,Present,33,Ridge,
W22,2/8/2022,Tolomato River,N,W22TR20,TR2B,W22TR20R0,22,3,3,0,NA,Absent,28,Ridge,
W22,2/8/2022,Tolomato River,N,W22TR20,TR2B,W22TR20R11,43,0,15,0,NA,Present,58,Ridge,
W22,2/8/2022,Tolomato River,N,W22TR20,TR2B,W22TR20R16,47,5,16,0,NA,Present,68,Ridge,
W22,2/9/2022,Guana River,Y,W22GR6,W22GR6,W22GR6R14,37,17,10,0,NA,Absent,64,Ridge,
W22,2/9/2022,Guana River,Y,W22GR6,W22GR6,W22GR6R44,4,6,1,0,NA,Absent,11,Ridge,
W22,2/9/2022,Guana River,Y,W22GR6,W22GR6,W22GR6R46,34,11,7,1,NA,Absent,53,Ridge,
W22,2/9/2022,Guana River,Y,W22GR7,W22GR7,W22GR7R24,32,7,7,0,NA,Absent,46,Ridge,
W22,2/9/2022,Guana River,Y,W22GR7,W22GR7,W22GR7R33,2,0,0,0,NA,Absent,2,Ridge,
W22,2/9/2022,Guana River,Y,W22GR7,W22GR7,W22GR7R56,64,3,13,1,NA,Absent,81,Ridge,
W22,2/9/2022,Tolomato River,N,W22TR27,W22TR27,W22TR27R3,25,12,0,0,NA,Absent,37,Ridge,
W22,2/9/2022,Tolomato River,N,W22TR27,W22TR27,W22TR27R49,57,24,0,1,NA,Absent,82,Ridge,
W22,2/9/2022,Tolomato River,N,W22TR27,W22TR27,W22TR27R53,65,41,1,0,NA,Absent,107,Ridge,
W22,2/9/2022,Tolomato River,N,W22TR28,W22TR28,W22TR28R27,50,47,8,0,NA,Absent,105,Ridge,
W22,2/9/2022,Tolomato River,N,W22TR28,W22TR28,W22TR28R28,25,0,2,0,NA,Absent,27,Ridge,
W22,2/9/2022,Tolomato River,N,W22TR28,W22TR28,W22TR28R41,16,14,2,0,NA,Absent,32,Ridge,
W22,2/10/2022,Tolomato River,N,W22TR11,W22TR11,W22TR11R12,35,15,24,2,NA,Present,76,Ridge,Boring sponge present
W22,2/10/2022,Tolomato River,N,W22TR11,W22TR11,W22TR11R24,33,12,9,1,NA,Absent,55,Ridge,Boring sponge evidence
W22,2/10/2022,Tolomato River,N,W22TR11,W22TR11,W22TR11R4,13,2,4,0,NA,Absent,19,Ridge,
W22,2/10/2022,Tolomato River,N,W22TR22,W22TR22,W22TR22R1,12,0,0,0,NA,Absent,12,Ridge,
W22,2/10/2022,Tolomato River,N,W22TR22,W22TR22,W22TR22R16,14,0,2,0,NA,Present,16,Ridge,
W22,2/10/2022,Tolomato River,N,W22TR22,W22TR22,W22TR22R8,47,2,1,1,NA,Present,51,Ridge,
W22,2/10/2022,Tolomato River,N,W22TR33,W22TR33,W22TR33R1,68,39,6,0,NA,Present,113,Ridge,Boring sponge evidence
W22,2/10/2022,Tolomato River,N,W22TR33,W22TR33,W22TR33R11,93,109,10,0,NA,Present,212,Ridge,
W22,2/10/2022,Tolomato River,N,W22TR33,W22TR33,W22TR33R13,112,227,3,0,NA,Present,342,Ridge,
W22,2/11/2022,Guana River,Y,W22GR1,W22GR1,W22GR1R14,4,0,0,0,NA,Absent,4,Ridge,Boring sponge evidence
W22,2/11/2022,Guana River,Y,W22GR1,W22GR1,W22GR1R17,29,0,0,0,NA,Present,29,Ridge,boring sponge evidence
W22,2/11/2022,Guana River,Y,W22GR1,W22GR1,W22GR1R31,36,0,6,3,NA,Absent,45,Ridge,Boring sponge evidence
W22,2/11/2022,Tolomato River,N,W22TR23,W22TR23,W22TR23R11,32,2,10,2,NA,Absent,46,Ridge,
W22,2/11/2022,Tolomato River,N,W22TR23,W22TR23,W22TR23R12,35,0,7,0,NA,Absent,42,Ridge,Boring sponge evidence
W22,2/11/2022,Tolomato River,N,W22TR23,W22TR23,W22TR23R15,58,0,4,1,NA,Absent,63,Ridge,
W22,2/14/2022,Guana River,Y,W22GR10,W22GR10,W22GR10R0,41,18,5,0,NA,Present,64,Ridge,
W22,2/14/2022,Guana River,Y,W22GR10,W22GR10,W22GR10R3,85,2,14,1,NA,Present,102,Ridge,
W22,2/14/2022,Guana River,Y,W22GR10,W22GR10,W22GR10R8,20,2,0,0,NA,Present,22,Ridge,
W22,2/14/2022,Guana River,Y,W22GR9,W22GR9,W22GR9R13,17,0,5,0,NA,Absent,22,Ridge,
W22,2/14/2022,Guana River,Y,W22GR9,W22GR9,W22GR9R34,40,16,13,2,NA,Present,71,Ridge,
W22,2/14/2022,Guana River,Y,W22GR9,W22GR9,W22GR9R37,44,9,25,2,NA,Present,80,Ridge,
W22,2/14/2022,Tolomato River,N,W22TR31,W22TR31,W22TR31R13,40,15,0,0,NA,Absent,55,Ridge,
W22,2/14/2022,Tolomato River,N,W22TR31,W22TR31,W22TR31R20,60,5,1,0,NA,Absent,66,Ridge,
W22,2/14/2022,Tolomato River,N,W22TR31,W22TR31,W22TR31R6,39,9,1,0,NA,Absent,49,Ridge,
W22,2/14/2022,Tolomato River,N,W22TR32,W22TR32,W22TR32R0,61,144,8,0,NA,Absent,213,Ridge,
W22,2/14/2022,Tolomato River,N,W22TR32,W22TR32,W22TR32R23,39,5,3,0,NA,Absent,47,Ridge,
W22,2/14/2022,Tolomato River,N,W22TR32,W22TR32,W22TR32R4,10,1,0,0,NA,Absent,11,Ridge,
W22,2/15/2022,Guana River,Y,W22GR8,W22GR8,W22GR8R18,37,4,10,1,NA,Absent,52,Ridge,
W22,2/15/2022,Guana River,Y,W22GR8,W22GR8,W22GR8R23,22,0,6,0,NA,Absent,28,Ridge,
W22,2/15/2022,Guana River,Y,W22GR8,W22GR8,W22GR8R35,72,22,8,2,NA,Absent,104,Ridge,
W22,2/15/2022,Tolomato River,N,W22TR4,W22TR4,W22TR4R5,32,16,9,0,NA,Absent,57,Ridge,
W22,2/15/2022,Tolomato River,N,W22TR4,W22TR4,W22TR4R6,23,10,6,0,NA,Absent,39,Ridge,
W22,2/15/2022,Tolomato River,N,W22TR4,W22TR4,W22TR4R7,44,8,22,0,NA,Present,74,Ridge,
W22,2/15/2022,Tolomato River,Y,W22TR9,W22TR9,W22TR9R19,34,2,14,3,NA,Absent,53,Ridge,
W22,2/15/2022,Tolomato River,Y,W22TR9,W22TR9,W22TR9R2,36,4,23,4,NA,Absent,67,Ridge,
W22,2/15/2022,Tolomato River,Y,W22TR9,W22TR9,W22TR9R9,96,10,41,4,NA,Present,151,Ridge,Boring sponge evidence
W22,2/22/2022,Guana River,Y,W22GR16,GR6,W22GR16R13,78,2,19,4,NA,Present,103,Ridge,
W22,2/22/2022,Guana River,Y,W22GR16,GR6,W22GR16R5,49,1,3,0,NA,Present,53,Ridge,
W22,2/22/2022,Guana River,Y,W22GR16,GR6,W22GR16R9,46,6,3,2,NA,Present,57,Ridge,
W22,2/22/2022,Guana River,Y,W22GR4,GR3,W22GR4R10,62,40,53,6,NA,Present,161,Ridge,
W22,2/22/2022,Guana River,Y,W22GR4,GR3,W22GR4R2,103,0,48,8,NA,Present,159,Ridge,
W22,2/22/2022,Guana River,Y,W22GR4,GR3,W22GR4R5,77,29,48,12,NA,Present,166,Ridge,
W22,2/22/2022,Tolomato River,N,W22TR24,W22TR24,W22TR24R18,53,88,31,9,NA,Present,181,Ridge,
W22,2/22/2022,Tolomato River,N,W22TR24,W22TR24,W22TR24R20,48,79,10,8,NA,Present,145,Ridge,
W22,2/22/2022,Tolomato River,N,W22TR24,W22TR24,W22TR24R6,18,5,0,1,NA,Present,24,Ridge,
W22,3/1/2022,Tolomato River,N,W22TR21,W22TR21,W22TR21R0,41,220,7,1,NA,Present,269,Ridge,
W22,3/1/2022,Tolomato River,N,W22TR21,W22TR21,W22TR21R10,69,75,9,0,NA,Absent,153,Ridge,
W22,3/1/2022,Tolomato River,N,W22TR21,W22TR21,W22TR21R8,72,9,11,0,NA,Absent,92,Ridge,
W22,3/1/2022,Tolomato River,N,W22TR6,VBNR1,W22TR6R0,38,1,17,0,NA,Absent,56,Ridge,
W22,3/1/2022,Tolomato River,N,W22TR6,VBNR1,W22TR6R5,57,7,17,3,NA,Absent,84,Ridge,
W22,3/1/2022,Tolomato River,N,W22TR6,VBNR1,W22TR6R9,57,20,20,3,NA,Absent,100,Ridge,
W22,3/2/2022,Tolomato River,N,W22TR2,W22TR2,W22TR2R11,55,0,77,13,NA,Absent,145,Ridge,
W22,3/2/2022,Tolomato River,N,W22TR2,W22TR2,W22TR2R15,62,1,79,10,NA,Absent,152,Ridge,
W22,3/2/2022,Tolomato River,N,W22TR2,W22TR2,W22TR2R18,2,0,0,0,NA,Present,2,Ridge,
W22,3/2/2022,Tolomato River,N,W22TR3,W22TR3,W22TR3R0,87,2,115,24,NA,Present,228,Ridge,
W22,3/2/2022,Tolomato River,N,W22TR3,W22TR3,W22TR3R4,39,26,9,5,NA,Absent,79,Ridge,
W22,3/2/2022,Tolomato River,N,W22TR3,W22TR3,W22TR3R6,76,30,21,7,NA,Absent,134,Ridge,
W22,3/3/2022,Tolomato River,N,W22TR15,W22TR15,W22TR15R10,52,57,43,8,NA,Present,160,Ridge,
W22,3/3/2022,Tolomato River,N,W22TR15,W22TR15,W22TR15R14,27,30,8,0,NA,Absent,65,Ridge,
W22,3/3/2022,Tolomato River,N,W22TR15,W22TR15,W22TR15R22,41,23,15,1,NA,Absent,80,Ridge,
W22,3/3/2022,Tolomato River,Y,W22TR17,W22TR17,W22TR17R10,41,48,24,11,NA,Present,124,Ridge,
W22,3/3/2022,Tolomato River,Y,W22TR17,W22TR17,W22TR17R11,13,14,3,0,NA,Absent,30,Ridge,
W22,3/3/2022,Tolomato River,Y,W22TR17,W22TR17,W22TR17R7,44,45,9,1,NA,Absent,99,Ridge,
W22,3/3/2022,Tolomato River,Y,W22TR19,TR78,W22TR19R14,38,7,66,9,NA,Absent,120,Ridge,
W22,3/3/2022,Tolomato River,Y,W22TR19,TR78,W22TR19R18,50,23,97,11,NA,Present,181,Ridge,
W22,3/3/2022,Tolomato River,Y,W22TR19,TR78,W22TR19R4,47,5,47,8,NA,Absent,107,Ridge,
W22,3/7/2022,Tolomato River,N,W22TR38,W22TR38,W22TR38R0,115,35,8,1,NA,Present,159,Ridge,
W22,3/7/2022,Tolomato River,N,W22TR38,W22TR38,W22TR38R1,146,16,2,0,NA,Present,164,Ridge,
W22,3/7/2022,Tolomato River,N,W22TR38,W22TR38,W22TR38R3,59,3,4,0,NA,Absent,66,Ridge,
W22,3/7/2022,Tolomato River,N,W22TR44,W22TR44,W22TR44R10,9,0,1,0,NA,Absent,10,Ridge,
W22,3/7/2022,Tolomato River,N,W22TR44,W22TR44,W22TR44R16,20,0,3,1,NA,Absent,24,Ridge,
W22,3/7/2022,Tolomato River,N,W22TR44,W22TR44,W22TR44R4,35,1,10,0,NA,Absent,46,Ridge,
W22,3/9/2022,Tolomato River,N,W22TR40,W22TR40,W22TR40R11,14,0,1,0,NA,Absent,15,Ridge,
W22,3/9/2022,Tolomato River,N,W22TR40,W22TR40,W22TR40R3,61,11,6,0,NA,Absent,78,Ridge,
W22,3/9/2022,Tolomato River,N,W22TR40,W22TR40,W22TR40R6,44,2,4,0,NA,Absent,50,Ridge,
W22,3/11/2022,Tolomato River,N,W22TR36,W22TR36,W22TR36R33,25,7,1,0,NA,Absent,33,Ridge,
W22,3/11/2022,Tolomato River,N,W22TR36,W22TR36,W22TR36R47,8,2,0,0,NA,Absent,10,Ridge,
W22,3/11/2022,Tolomato River,N,W22TR36,W22TR36,W22TR36R60,11,16,0,1,NA,Absent,28,Ridge,Boring sponge evidence
W22,3/11/2022,Tolomato River,N,W22TR42,W22TR42,W22TR42R0,39,23,2,0,NA,Absent,64,Ridge,
W22,3/11/2022,Tolomato River,N,W22TR42,W22TR42,W22TR42R12,3,0,0,0,NA,Absent,3,Ridge,
W22,3/11/2022,Tolomato River,N,W22TR42,W22TR42,W22TR42R6,14,0,1,0,NA,Absent,15,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR10,W22TR10,W22TR10R11,35,6,21,1,NA,Present,63,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR10,W22TR10,W22TR10R3,65,3,38,5,NA,Present,111,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR10,W22TR10,W22TR10R4,61,2,17,5,NA,Absent,85,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR29,TR220,W22TR29R0,26,15,3,0,NA,Absent,44,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR29,TR220,W22TR29R23,24,11,3,0,NA,Absent,38,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR29,TR220,W22TR29R40,16,4,0,0,NA,Absent,20,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR45,W22TR45,W22TR45R10,45,7,0,0,NA,Absent,52,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR45,W22TR45,W22TR45R11,15,0,2,0,NA,Absent,17,Ridge,
W22,3/14/2022,Tolomato River,N,W22TR45,W22TR45,W22TR45R34,9,13,3,0,NA,Absent,25,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR25,W22TR25,W22TR25R14,41,1,3,0,NA,Absent,45,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR25,W22TR25,W22TR25R2,56,1,25,0,NA,Present,82,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR25,W22TR25,W22TR25R6,88,21,16,0,NA,Present,125,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR26,W22TR26,W22TR26R19,19,1,0,0,NA,Present,20,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR26,W22TR26,W22TR26R32,25,0,13,0,NA,Absent,38,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR26,W22TR26,W22TR26R6,7,1,8,2,NA,Absent,18,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR37,W22TR37,W22TR37R0,49,80,2,3,NA,Present,134,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR37,W22TR37,W22TR37R12,68,14,41,6,NA,Present,129,Ridge,
W22,3/15/2022,Tolomato River,N,W22TR37,W22TR37,W22TR37R6,90,12,5,1,NA,Absent,108,Ridge,
W22,3/16/2022,Guana River,N,W22GR15,GR30,W22GR15R24,39,35,2,0,NA,Absent,76,Ridge,
W22,3/16/2022,Guana River,N,W22GR15,GR30,W22GR15R39,97,11,10,0,NA,Absent,118,Ridge,
W22,3/16/2022,Guana River,N,W22GR15,GR30,W22GR15R9,22,78,2,0,NA,Absent,102,Ridge,
W22,3/16/2022,Guana River,N,W22GR17,GR11,W22GR17R15,17,4,2,0,NA,Absent,23,Ridge,
W22,3/16/2022,Guana River,N,W22GR17,GR11,W22GR17R22,40,25,4,0,NA,Absent,69,Ridge,
W22,3/16/2022,Guana River,N,W22GR17,GR11,W22GR17R8,145,12,32,0,NA,Absent,189,Ridge,
W22,3/17/2022,Guana River,Y,W22GR18,W22GR18,W22GR18R15,35,30,19,4,NA,Absent,88,Ridge,Boring sponge present
W22,3/17/2022,Guana River,Y,W22GR18,W22GR18,W22GR18R37,39,16,26,2,NA,Present,83,Ridge,Boring sponge present
W22,3/17/2022,Guana River,Y,W22GR18,W22GR18,W22GR18R45,37,17,18,3,NA,Absent,75,Ridge,
W22,3/17/2022,Tolomato River,N,W22TR30,W22TR30,W22TR30R10,47,0,5,0,NA,Absent,52,Ridge,
W22,3/17/2022,Tolomato River,N,W22TR30,W22TR30,W22TR30R14,82,11,4,1,NA,Absent,98,Ridge,
W22,3/17/2022,Tolomato River,N,W22TR30,W22TR30,W22TR30R15,96,6,8,0,NA,Present,110,Ridge,
W22,3/18/2022,Tolomato River,Y,W22TR14,TR13,W22TR14R21,53,46,33,14,NA,Present,131,Ridge,Empty oyster drill
W22,3/18/2022,Tolomato River,Y,W22TR14,TR13,W22TR14R4,29,37,36,29,NA,Present,131,Ridge,Boring sponge present; empty oyster drill
W22,3/18/2022,Tolomato River,Y,W22TR14,TR13,W22TR14R5,33,25,20,7,NA,Absent,85,Ridge,Boring sponge present
W22,3/18/2022,Tolomato River,N,W22TR34,W22TR34,W22TR34R0,58,12,4,0,NA,Absent,74,Ridge,
W22,3/18/2022,Tolomato River,N,W22TR34,W22TR34,W22TR34R11,90,3,18,0,NA,Absent,111,Ridge,
W22,3/18/2022,Tolomato River,N,W22TR34,W22TR34,W22TR34R8,72,1,9,0,NA,Absent,82,Ridge,
W23,11/22/2022,Salt Run,N,W23SR1,W23SR1,W23SR1R11,52,0,32,0,NA,Absent,84,Ridge,
W23,11/22/2022,Salt Run,N,W23SR1,W23SR1,W23SR1R12,81,1,83,2,NA,Absent,167,Ridge,
W23,11/22/2022,Salt Run,N,W23SR1,W23SR1,W23SR1R29,26,0,6,0,NA,Absent,32,Ridge,
W23,11/22/2022,Salt Run,N,W23SR1,W23SR1,W23SR1R3,90,4,44,1,NA,Absent,139,Ridge,
W23,11/22/2022,Salt Run,N,W23SR1,W23SR1,W23SR1R4,59,0,50,1,NA,Absent,110,Ridge,
W23,11/22/2022,Salt Run,N,W23SR1,W23SR1,W23SR1R7,39,0,11,0,NA,Absent,50,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R1,W23SA1R1,W23SA1R1R13,9,0,4,0,NA,Absent,13,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R1,W23SA1R1,W23SA1R1R14,4,0,0,0,NA,Present,4,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R1,W23SA1R1,W23SA1R1R19,25,5,10,0,NA,Absent,40,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R1,W23SA1R1,W23SA1R1R23,9,0,1,0,NA,Present,10,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R1,W23SA1R1,W23SA1R1R25,16,1,1,1,NA,Absent,19,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R1,W23SA1R1,W23SA1R1R26,31,2,2,0,NA,Absent,35,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R2,SANR1,W23SA1R2R16,4,0,0,0,NA,Absent,4,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R2,SANR1,W23SA1R2R17,3,0,0,0,NA,Present,3,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R2,SANR1,W23SA1R2R2,3,0,0,0,NA,Present,3,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R2,SANR1,W23SA1R2R20,2,0,0,0,NA,Absent,2,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R2,SANR1,W23SA1R2R3,2,0,0,0,NA,Present,2,Ridge,
W23,12/16/2022,St Augustine,N,W23SA1R2,SANR1,W23SA1R2R6,3,0,0,0,NA,Absent,3,Ridge,
W23,12/19/2022,Salt Run,N,W23SR2,SRLRH,W23SR2R12,41,4,7,0,NA,Present,52,Ridge,
W23,12/19/2022,Salt Run,N,W23SR2,SRLRH,W23SR2R14,26,5,3,0,NA,Present,34,Ridge,
W23,12/19/2022,Salt Run,N,W23SR2,SRLRH,W23SR2R2,5,6,0,0,NA,Present,11,Ridge,
W23,12/19/2022,Salt Run,N,W23SR2,SRLRH,W23SR2R4,34,2,7,0,NA,Absent,43,Ridge,
W23,12/19/2022,Salt Run,N,W23SR2,SRLRH,W23SR2R7,34,0,28,1,NA,Present,63,Ridge,
W23,12/19/2022,Salt Run,N,W23SR2,SRLRH,W23SR2R9,49,0,16,0,NA,Present,65,Ridge,
W23,1/4/2023,Salt Run,N,W23SR6,W23SR6,W23SR6R1,42,17,7,0,NA,Absent,66,Ridge,
W23,1/4/2023,Salt Run,N,W23SR6,W23SR6,W23SR6R14,69,2,26,0,NA,Present,97,Ridge,
W23,1/4/2023,Salt Run,N,W23SR6,W23SR6,W23SR6R15,71,3,46,2,NA,Present,122,Ridge,
W23,1/4/2023,Salt Run,N,W23SR6,W23SR6,W23SR6R16,46,0,23,7,NA,Present,76,Ridge,
W23,1/4/2023,Salt Run,N,W23SR6,W23SR6,W23SR6R20,17,1,2,3,NA,Present,23,Ridge,
W23,1/4/2023,Salt Run,N,W23SR6,W23SR6,W23SR6R4,41,3,26,1,NA,Absent,71,Ridge,
W23,1/4/2023,Salt Run,N,W23SR7,W23SR7,W23SR7R14,28,4,22,0,NA,Absent,54,Ridge,
W23,1/4/2023,Salt Run,N,W23SR7,W23SR7,W23SR7R17,25,9,10,0,NA,Absent,44,Ridge,
W23,1/4/2023,Salt Run,N,W23SR7,W23SR7,W23SR7R18,32,9,16,0,NA,Present,57,Ridge,
W23,1/4/2023,Salt Run,N,W23SR7,W23SR7,W23SR7R2,62,21,10,0,NA,Absent,93,Ridge,
W23,1/4/2023,Salt Run,N,W23SR7,W23SR7,W23SR7R20,37,6,6,0,NA,Present,49,Ridge,
W23,1/4/2023,Salt Run,N,W23SR7,W23SR7,W23SR7R5,50,6,8,0,NA,Absent,64,Ridge,
W23,1/5/2023,Salt Run,N,W23SR13,W23SR13,W23SR13R12,32,18,16,0,NA,Absent,66,Ridge,
W23,1/5/2023,Salt Run,N,W23SR13,W23SR13,W23SR13R20,34,1,14,0,NA,Absent,49,Ridge,
W23,1/5/2023,Salt Run,N,W23SR13,W23SR13,W23SR13R25,18,3,1,0,NA,Absent,22,Ridge,
W23,1/5/2023,Salt Run,N,W23SR13,W23SR13,W23SR13R26,29,2,10,0,NA,Absent,41,Ridge,
W23,1/5/2023,Salt Run,N,W23SR13,W23SR13,W23SR13R32,46,3,19,0,NA,Present,68,Ridge,
W23,1/5/2023,Salt Run,N,W23SR13,W23SR13,W23SR13R5,20,7,1,0,NA,Absent,28,Ridge,
W23,1/5/2023,Salt Run,N,W23SR8,W23SR8,W23SR8R11,38,8,10,1,NA,Absent,57,Ridge,
